GST_ID_NO,Weight,GST_Cereal,GST_Other,GST_Total
415381202,1268,68,3674,3741
415381203,1268,55,4317,4371
415381204,1268,85,7230,7315
415381301,578,81,3075,3155
415381302,578,63,5435,5498
415391101,754,19,9244,9263
415391102,754,30,6583,6612
415391201,2121,28,8235,8263
415391202,2121,17,7167,7184
415391203,2121,45,10646,10691
415391204,2121,30,4599,4630
415391301,1414,27,4075,4103
415391302,1414,22,1354,1375
415401101,141,20,11278,11297
415401102,141,35,5916,5951
415401201,990,30,7327,7356
415401202,990,22,10052,10074
415401203,990,25,2608,2633
415401204,990,17,6027,6044
415401301,566,44,4348,4392
415401302,566,41,4217,4258
415411101,1368,8,835,843
415411102,1368,48,8073,8121
415411201,2199,21,778,799
415411202,2199,42,1680,1722
415411203,2199,37,5312,5348
415411204,2199,15,1781,1796
415411301,1906,35,1653,1688
415411302,1906,15,1065,1080
415421101,1113,20,5828,5848
415421102,1113,55,8843,8898
415421201,2332,32,3304,3336
415421202,2332,19,3889,3908
415421203,2332,46,5728,5774
415421204,2332,50,5348,5398
415421301,159,53,7078,7131
415421302,159,46,4186,4233
415431101,86,14,1356,1370
415431102,86,14,6524,6538
415431201,536,20,5071,5091
415431202,536,34,6526,6560
415431203,536,34,7722,7756
415431204,536,14,1634,1648
415431301,1929,57,4292,4349
415431302,1929,28,1889,1917
415441101,602,32,4129,4161
415441102,602,10,2277,2287
415441201,865,4,694,698
415441202,865,33,3421,3454
415441203,865,11,1337,1348
415441204,865,13,994,1008
415441301,1354,22,1657,1678
415441302,1354,18,1271,1288
415451101,2632,27,9732,9759
415451102,2632,35,11444,11478
415451103,2632,26,8695,8721
415451104,2632,52,11313,11365
415451201,972,28,5986,6014
415451202,972,32,2737,2768
415451203,972,34,6179,6213
415451204,972,59,10939,10998
415461201,1632,24,1192,1215
415461202,1632,42,2694,2736
415461203,1632,44,3650,3694
415461204,1632,32,2077,2109
415461205,1632,94,3456,3550
415461206,1632,65,3890,3955
415461301,1072,43,2915,2958
415461302,1072,4,790,794
415471101,4838,81,6218,6299
415471102,4838,10,2581,2591
415471201,2891,26,3424,3450
415471202,2891,29,3048,3077
415471203,2891,33,2777,2810
415471204,2891,30,3002,3031
415471301,472,29,2508,2536
415471302,472,18,1987,2006
415481101,451,9,2191,2200
415481102,451,58,3854,3912
415481201,2855,19,2038,2058
415481202,2855,26,1668,1693
415481203,2855,15,1862,1877
415481204,2855,15,3488,3503
415481301,2329,36,1822,1857
415481302,2329,18,3606,3624
415491101,843,13,1366,1379
415491102,843,9,517,526
415491201,4755,27,1348,1375
415491202,4755,31,6959,6990
415491203,4755,31,1168,1199
415491204,4755,16,6692,6708
415491301,3130,23,509,532
415491302,3130,39,695,734
415501101,1944,28,1254,1282
415501102,1944,14,722,737
415501201,2673,106,8087,8193
415501202,2673,38,4069,4106
415501203,2673,34,3087,3121
415501204,2673,28,2007,2034
415501301,1215,65,4666,4731
415501302,1215,42,3982,4024
415511101,4012,31,4383,4414
415511102,4012,29,7750,7779
415511103,4012,20,17345,17365
415511104,4012,27,9415,9442
415511105,4012,21,13029,13050
415511106,4012,39,30295,30334
415511107,4012,23,17869,17892
415511108,4012,22,8959,8981
415521101,828,16,4491,4507
415521201,2897,19,3237,3256
415521202,2897,28,4122,4150
415521301,1054,16,1869,1885
415522101,1354,10,1452,1461
415522201,5079,12,1547,1560
415522202,5079,26,2509,2535
415522301,8127,40,3565,3605
415531101,3544,,1455,0
415531102,3544,46,9371,9417
415531201,2471,59,7958,8017
415531202,2471,52,5941,5993
415531203,2471,58,5222,5280
415531204,2471,41,6246,6288
415531301,606,36,2829,2865
415531302,606,33,1923,1955
415541101,6741,8,15237,15246
415541102,6741,9,3500,3509
415541103,6741,6,15470,15477
415541201,1144,22,3812,3833
415541202,1144,26,3271,3298
415541203,1144,20,4832,4851
415541204,1144,17,2574,2591
415541301,241,18,2728,2746
415551101,1484,10,2323,2333
415551102,1484,15,2421,2436
415551201,1564,22,4031,4053
415551202,1564,8,1582,1590
415551203,1564,35,1678,1713
415551204,1564,38,2486,2524
415551301,742,2,430,433
415551302,742,11,2382,2393
415561101,538,32,3216,3248
415561102,538,72,7020,7093
415561201,1833,24,1261,1285
415561202,1833,68,2814,2882
415561203,1833,30,2716,2746
415561204,1833,36,1501,1537
415561301,978,58,1524,1581
415561302,978,47,2435,2482
415571101,2902,31,4304,4335
415571102,2902,34,5255,5289
415571201,3951,49,4935,4984
415571202,3951,34,3663,3697
415571203,3951,14,2372,2387
415571204,3951,17,1311,1328
415571301,9836,29,1274,1303
415571302,9836,47,2133,2180
415581101,514,10,2191,2201
415581102,514,22,17811,17833
415581201,1072,33,5432,5465
415581202,1072,15,1529,1544
415581203,1072,12,1245,1257
415581204,1072,10,2606,2616
415581301,2272,29,4587,4616
415581302,2272,28,3931,3959
415591101,3376,35,8053,8087
415591102,3376,35,35172,35207
415591201,2120,37,7444,7481
415591202,2120,26,3611,3636
415591203,2120,36,4289,4326
415591204,2120,52,5613,5665
415591301,864,22,1012,1035
415591302,864,87,5312,5399
415601101,578,65,4740,4805
415601102,578,67,6444,6511
415601201,1958,28,2030,2059
415601202,1958,14,1079,1093
415601203,1958,42,2692,2734
415601204,1958,107,4304,4411
415601301,979,26,1017,1042
415601302,979,133,3828,3961
415611101,125,28,8132,8161
415611102,125,63,15522,15585
415611201,2156,45,5744,5789
415611202,2156,33,4579,4612
415611203,2156,50,7751,7801
415611204,2156,22,3591,3614
415611301,1125,24,4886,4911
415611302,1125,39,3064,3103
415621101,1996,26,40402,40428
415621102,1996,32,17946,17978
415621201,9824,46,60210,60256
415621202,9824,19,6138,6157
415621203,9824,28,2787,2815
415621204,9824,26,15047,15073
415621301,1074,50,4592,4641
415621302,1074,25,3613,3638
415631101,249,32,4647,4678
415631102,249,51,6086,6137
415631201,1074,71,4238,4310
415631202,1074,18,1570,1589
415631203,1074,84,6716,6800
415631204,1074,24,2036,2059
415631301,1556,35,3455,3490
415631302,1556,26,1587,1613
415641101,4031,67,21900,21967
415641102,4031,31,11226,11257
415641201,2085,45,5318,5363
415641202,2085,22,9077,9100
415641203,2085,26,8340,8367
415641204,2085,48,15515,15563
415641301,139,90,2576,2666
415641302,139,23,3030,3053
415651101,756,,2366,0
415651201,5124,16,4498,4514
415651202,5124,53,3674,3727
415651301,4452,6,927,934
415652101,1848,36,7962,7998
415652201,3780,26,9078,9104
415652202,3780,66,10238,10304
415652301,6384,59,2647,2705
415661101,150,15,4309,4324
415661102,150,16,1994,2010
415661201,490,18,4499,4516
415661202,490,14,1258,1272
415661203,490,32,5009,5042
415661204,490,29,4169,4198
415661301,482,14,3347,3361
415661302,482,22,1765,1787
415671101,140,34,5517,5551
415671201,1540,20,1675,1695
415671202,1540,7,1807,1814
415671203,1540,23,3546,3570
415671204,1540,9,2072,2081
415671205,1540,22,3465,3487
415671301,1610,32,6254,6285
415671302,1610,36,6267,6303
415681101,150,36,12378,12414
415681102,150,38,7390,7428
415681201,656,21,2406,2426
415681202,656,33,3845,3877
415681203,656,6,1568,1574
415681204,656,19,3590,3609
415681301,2214,27,1466,1493
415681302,2214,32,1742,1773
415691101,150,10,2322,2333
415691102,150,27,4108,4135
415691201,676,27,1899,1926
415691202,676,40,2487,2528
415691203,676,44,3754,3798
415691204,676,20,1882,1903
415691301,12471,51,5602,5653
415691302,12471,30,4380,4410
415701101,1334,29,17837,17866
415701102,1334,7,617,624
415701201,3650,51,6150,6201
415701202,3650,24,1701,1724
415701203,3650,40,20869,20909
415701204,3650,55,3032,3088
415701301,3218,11,723,733
415701302,3218,3,370,373
415711101,761,24,14545,14569
415711102,761,18,16007,16024
415711201,4631,29,1813,1842
415711202,4631,16,1675,1691
415711203,4631,33,4788,4821
415711204,4631,33,6474,6508
415711301,1015,19,5676,5695
415711302,1015,10,2591,2601
415721101,18020,35,40609,40644
415721102,18020,,15876,0
415721201,3846,56,23252,23307
415721202,3846,67,17004,17071
415721203,3846,39,18165,18204
415721204,3846,21,3541,3562
415721301,879,22,733,754
415721302,879,22,1338,1361
415731101,1784,14,2899,2913
415731102,1784,20,61695,61715
415731201,742,33,6263,6295
415731202,742,20,6022,6041
415731203,742,16,2190,2206
415731204,742,13,4384,4398
415731301,215,4,1140,1144
415731302,215,32,1405,1437
415741101,1335,18,2661,2679
415741102,1335,38,22088,22127
415741201,7743,44,6247,6291
415741202,7743,56,8063,8119
415741203,7743,35,5835,5870
415741204,7743,56,6165,6221
415741301,2536,47,4752,4799
415741302,2536,59,5101,5160
415751201,1305,17,1533,1550
415751202,1305,32,3122,3155
415751203,1305,,3379,0
415751204,1305,22,1601,1623
415751205,1305,11,825,836
415751206,1305,9,2137,2146
415751301,761,14,1163,1177
415751302,761,38,3961,3999
415761101,8477,44,3207,3251
415761102,8477,43,11571,11613
415761103,8477,18,6349,6368
415761104,8477,34,7853,7886
415761201,1813,8,3212,3221
415761202,1813,41,8043,8084
415761203,1813,25,3376,3401
415761204,1813,39,7473,7512
415771101,1018,42,8582,8625
415771102,1018,11,1542,1553
415771201,8271,57,7333,7390
415771202,8271,19,4950,4969
415771203,8271,40,12909,12950
415771204,8271,25,5542,5567
415771301,1272,20,2080,2100
415771302,1272,32,2696,2728
415781101,1774,11,1374,1385
415781102,1774,8,743,750
415781201,3951,44,5479,5523
415781202,3951,35,2053,2087
415781203,3951,41,4040,4081
415781204,3951,32,2832,2864
415781301,1693,43,6731,6774
415781302,1693,34,2324,2358
415791101,3480,25,5386,5411
415791102,3480,34,8291,8325
415791201,1979,5,900,905
415791202,1979,16,1610,1626
415791203,1979,26,1620,1646
415791204,1979,18,1711,1729
415791301,1958,34,2764,2798
415791302,1958,64,2468,2532
415801101,84,64,14165,14228
415801102,84,22,6869,6891
415801201,1659,22,4193,4215
415801202,1659,16,3433,3449
415801203,1659,42,9401,9443
415801204,1659,18,3950,3968
415801301,1218,53,5705,5758
415801302,1218,12,1378,1390
415811201,1003,53,6149,6202
415811202,1003,10,1154,1163
415811203,1003,56,3901,3957
415811204,1003,66,5611,5677
415811205,1003,8,700,708
415811206,1003,44,4419,4463
415811301,5180,53,1840,1893
415811302,5180,26,1610,1636
415821101,417,20,4781,4801
415821102,417,48,15104,15152
415821201,2189,26,2046,2073
415821202,2189,115,20952,21067
415821203,2189,16,2498,2513
415821204,2189,22,5616,5638
415821301,834,11,1709,1720
415821302,834,11,2546,2557
415831101,200,22,1040,1062
415831102,200,10,768,778
415831201,490,28,7304,7333
415831202,490,46,6567,6614
415831203,490,21,5277,5298
415831204,490,28,5179,5207
415831301,964,36,4555,4591
415831302,964,38,4740,4779
415841101,376,71,20440,20511
415841102,376,26,8170,8197
415841201,2667,17,1403,1420
415841202,2667,34,4788,4822
415841203,2667,16,1560,1576
415841204,2667,12,7307,7320
415841301,3155,20,2034,2055
415841302,3155,39,1569,1608
415851101,3684,70,21821,21891
415851201,7522,28,15122,15150
415851202,7522,32,14659,14691
415851301,768,36,4154,4191
415852101,8596,17,24504,24521
415852201,12894,44,6579,6622
415852202,12894,30,10149,10180
415852301,1535,22,6787,6809
415861101,125,13,3667,3680
415861102,125,40,13949,13989
415861201,656,59,12601,12660
415861202,656,29,1903,1932
415861203,656,52,5825,5877
415861204,656,,854,0
415861301,375,26,3071,3097
415861302,375,13,1474,1487
415871101,2686,31,12207,12239
415871102,2686,49,21906,21955
415871201,942,34,10854,10888
415871202,942,34,9999,10033
415871203,942,45,9923,9968
415871204,942,88,12014,12102
415871301,94,32,3496,3527
415871302,94,15,3145,3160
415881101,1743,31,20437,20469
415881102,1743,27,4033,4060
415881201,1027,59,11332,11391
415881202,1027,49,5156,5205
415881203,1027,15,1832,1847
415881204,1027,71,6834,6905
415881301,218,16,3110,3126
415881302,218,11,1771,1782
415891101,2058,24,6108,6132
415891102,2058,36,20319,20355
415891201,3473,25,6437,6462
415891202,3473,40,11281,11321
415891203,3473,25,6557,6582
415891204,3473,14,7657,7671
415891301,86,27,1757,1785
415891302,86,4,1576,1581
415901101,940,20,2512,2531
415901102,940,7,1333,1341
415901201,3370,31,1877,1909
415901202,3370,5,1315,1320
415901203,3370,32,3235,3267
415901204,3370,25,2868,2892
415901301,418,20,3055,3075
415901302,418,16,2171,2187
415911101,134,9,758,767
415911102,134,35,12400,12435
415911201,2528,42,12104,12146
415911202,2528,30,2892,2923
415911203,2528,32,1314,1346
415911204,2528,44,2260,2304
415911301,1566,86,1814,1900
415911302,1566,15,877,892
415921101,9302,17,2600,2617
415921102,9302,38,4169,4207
415921201,1126,36,2653,2688
415921202,1126,43,3832,3875
415921203,1126,70,11928,11998
415921204,1126,32,3594,3627
415921301,889,56,2488,2544
415921302,889,33,2388,2421
415931101,212,64,6587,6651
415931102,212,45,17125,17170
415931201,398,34,2112,2146
415931202,398,35,1922,1957
415931203,398,33,2174,2207
415931204,398,100,6910,7010
415931301,106,9,1004,1013
415931302,106,15,1143,1158
415941101,79,42,17120,17163
415941102,79,16,11028,11044
415941201,2160,2,681,683
415941202,2160,32,5646,5678
415941203,2160,31,5364,5395
415941204,2160,28,2199,2227
415941301,594,34,4843,4876
415941302,594,27,2017,2044
415951101,1308,18,1098,1115
415951102,1308,43,3069,3112
415951201,4086,22,2254,2276
415951202,4086,28,2878,2906
415951203,4086,56,2040,2096
415951204,4086,62,2520,2583
415951301,1504,60,3337,3397
415951302,1504,29,935,964
415961101,294,27,2637,2664
415961102,294,63,4920,4983
415961201,892,33,1990,2023
415961202,892,51,2896,2947
415961203,892,72,3293,3365
415961204,892,58,4544,4602
415961301,315,78,6226,6305
415961302,315,56,2621,2677
415971101,46,46,29808,29854
415971102,46,,1578,0
415971201,1854,31,5509,5540
415971202,1854,38,3577,3615
415971203,1854,35,2095,2131
415971204,1854,37,6122,6159
415971301,228,47,9359,9406
415971302,228,35,2885,2920
415981101,360,16,806,821
415981102,360,21,1586,1607
415981201,1148,30,1374,1404
415981202,1148,46,2808,2854
415981203,1148,37,1899,1936
415981204,1148,8,1420,1428
415981301,585,17,1201,1218
415981302,585,40,1567,1607
415991101,205,34,6217,6250
415991102,205,10,1065,1074
415991201,1538,53,2993,3046
415991202,1538,38,3616,3654
415991203,1538,34,3285,3319
415991204,1538,39,6049,6087
415991301,718,21,1150,1170
415991302,718,41,2140,2182
416001101,1044,14,946,960
416001102,1044,52,7112,7164
416001201,1283,43,2632,2676
416001202,1283,9,2574,2584
416001203,1283,27,2945,2971
416001204,1283,26,3241,3267
416001301,783,58,1843,1900
416001302,783,3,1202,1206
416011101,609,37,4970,5006
416011102,609,24,2490,2514
416011201,882,8,700,708
416011202,882,25,1795,1820
416011203,882,25,1200,1226
416011204,882,45,3100,3145
416011301,1848,,726,0
416011302,1848,,664,0
416021101,1438,23,8013,8036
416021102,1438,67,12614,12681
416021201,2746,5,2412,2417
416021202,2746,18,1600,1617
416021203,2746,25,2899,2925
416021204,2746,15,1738,1753
416021301,588,8,1913,1921
416021302,588,10,1983,1993
416031101,405,63,2724,2787
416031102,405,24,3468,3492
416031201,2498,45,5659,5704
416031202,2498,28,2794,2822
416031203,2498,31,2731,2762
416031204,2498,65,2865,2930
416031301,1170,89,9796,9885
416031302,1170,24,1114,1139
416041101,5747,51,2260,2311
416041102,5747,,1802,0
416041201,2607,28,6051,6078
416041202,2607,18,3911,3929
416041203,2607,21,1961,1983
416041204,2607,31,1902,1933
416041301,2370,23,1295,1318
416041302,2370,32,2549,2581
416051101,1411,,14432,0
416051102,1411,42,4249,4291
416051201,3997,63,5831,5894
416051202,3997,13,4882,4895
416051203,3997,89,7132,7221
416051204,3997,29,3138,3166
416051301,1150,21,2075,2097
416051302,1150,32,1844,1875
416061101,372,54,10158,10212
416061102,372,40,4950,4990
416061201,823,10,742,753
416061202,823,39,1927,1965
416061203,823,35,1988,2024
416061204,823,45,2124,2169
416061301,531,26,1605,1631
416061302,531,24,1846,1871
416071101,90,49,8690,8739
416071102,90,49,8745,8794
416071201,3043,17,940,958
416071202,3043,16,802,818
416071301,2685,21,1909,1929
416072201,4206,4,333,337
416072202,4206,33,1817,1850
416072301,895,26,2001,2027
416081101,4963,46,10694,10740
416081102,4963,26,5597,5622
416081201,2354,46,15519,15565
416081202,2354,54,8681,8736
416081203,2354,34,5863,5896
416081204,2354,51,6357,6408
416081301,1527,44,3053,3097
416081302,1527,78,3181,3259
416091101,277,37,27144,27181
416091102,277,45,13491,13535
416091201,4497,35,15762,15796
416091202,4497,26,1458,1485
416091203,4497,20,2678,2697
416091204,4497,37,8354,8391
416091301,3170,20,1095,1115
416091302,3170,26,6357,6383
416101101,948,48,1884,1932
416101102,948,27,1639,1667
416101201,1007,27,1263,1290
416101202,1007,20,1052,1072
416101203,1007,38,11177,11215
416101204,1007,40,5006,5046
416101301,1718,31,1494,1525
416101302,1718,31,2538,2569
416111101,2250,44,7515,7559
416111102,2250,36,4818,4855
416111201,1383,16,1253,1269
416111202,1383,19,1588,1607
416111203,1383,29,2305,2334
416111204,1383,57,3292,3350
416111301,984,38,2327,2366
416111302,984,88,4966,5053
416121201,1384,37,1401,1437
416121202,1384,34,1260,1294
416121203,1384,22,1381,1403
416121204,1384,26,934,960
416121205,1384,46,1613,1659
416121206,1384,31,1276,1308
416121301,3382,34,1589,1623
416121302,3382,39,1499,1538
416131101,90,25,4438,4464
416131102,90,70,6540,6610
416131201,1768,3,766,769
416131202,1768,67,6315,6383
416131203,1768,18,2135,2152
416131204,1768,56,4040,4096
416131301,2730,19,1934,1953
416131302,2730,42,3071,3113
416141101,1088,27,3079,3106
416141102,1088,36,2731,2767
416141201,1785,20,2389,2409
416141202,1785,51,3886,3937
416141203,1785,29,1551,1580
416141204,1785,23,1064,1087
416141301,1802,57,2610,2667
416141302,1802,51,2007,2058
416151101,79,44,24010,24053
416151201,1046,24,4864,4888
416151202,1046,8,1378,1386
416151203,1046,19,3126,3145
416151204,1046,40,19976,20016
416151205,1046,20,2221,2241
416151301,1268,13,1260,1273
416151302,1268,18,3352,3370
416161201,811,31,1391,1422
416161202,811,14,1628,1641
416161203,811,28,1603,1631
416161204,811,6,1088,1094
416161205,811,18,2084,2102
416161206,811,22,1671,1693
416161301,46,4,686,690
416161302,46,24,1202,1226
416171101,1008,50,9403,9454
416171102,1008,60,16176,16236
416171201,3073,78,6042,6121
416171202,3073,30,3040,3071
416171203,3073,46,3677,3723
416171204,3073,45,3552,3597
416171301,3224,30,2301,2331
416171302,3224,44,1524,1568
416181101,189,28,4812,4840
416181102,189,42,4179,4222
416181201,525,51,3354,3405
416181202,525,86,7429,7515
416181203,525,25,3460,3485
416181204,525,3,1000,1003
416181301,756,28,2199,2226
416181302,756,2,557,560
416191101,606,52,7599,7650
416191102,606,21,2438,2459
416191201,1087,29,5416,5445
416191202,1087,36,4124,4160
416191203,1087,14,1115,1129
416191204,1087,40,5362,5402
416191301,1710,36,4250,4286
416191302,1710,68,2948,3016
416201101,5054,44,17704,17748
416201102,5054,20,9889,9909
416201201,3131,25,11726,11751
416201202,3131,23,5062,5086
416201203,3131,26,8811,8838
416201204,3131,60,12943,13003
416201301,440,24,1351,1375
416201302,440,27,1344,1370
416211101,225,25,3404,3429
416211102,225,20,4317,4337
